"Psalms 91:1-16, Matthew 11:27-28","(""God's Presence"", ""The Lord's Banner"", ""The Lord's Presence"")",Pentecostal," Theme: Thy Presence Text: psalms 24:3-4, Job 22:25-26 Remember this year has been declare by the Lord as a year of surprises and it will come as a coin with two side. For the sons of God it will be an open doors of pleasant surprises while to the wicked a surprise of shame, nakedness, total disgrace and permanent destruction. But I pray for you throughout this year the grace to please the Lord will be release to you and you shall access your open doors with great joy in Jesus Name. Prov 16:7.. Let take a look at our phrase "" YOU CAN KEEP DOING THE SAME THING OVER AND OVER AND EXPECT A DIFFERENT RESULT"" IGNORANCE"" And how does it relates to our theme ""THY PRESENCE"" and that of the instruction of Job in Job 22:25-26.. In that scripture Job pointed that the Almighty God shall be our defence..God can never defend a man out of His presence..and if He is going to be our defence then we must delight in Him, Ps 37:23.. It Is Always A Great Experience To Be In God's Presence, Because The Fullness Of Joy And Everlasting Pleasures Reside There. Psalm 16:11b Says: ""...In Thy Presence Is Fulness Of Joy; At Thy Right Hand There Are Pleasures For Evermore."" However, The State Of Our Lives Determines What We Derive From God's Presence. According To Psalm 68:2-3, While The Righteous Receive Joy In God's Presence, The Enemies Of God Or Those With Wicked Schemes Will Melt Like Wax Before The Fire Of His Presence. The presence of God is the most save place on earth. Guarantee of this safety is describe in Proverb 18:10, which says the name of Jesus is a strong towel, the righteous runs into it and are save. Let this sink into your subconcious not only in the church is where the presence of God is but everywhere and in everything you do, if you acknowledge Him hearfeltly in humility of mind, His presence envelope and engulve you. May the good Lord begin to find you worthy of His presence this very year in Jesus Name. Like Ps 16:11 states it.. Joy and pleasures are virtues which can not be found anywhere except in His presence. Some might argue about pleasure, trust me the pleasures of this worldly living can never be compare to the pleasure of God. With This Knowledge Of The Potency Of God's Presence, Every Child Of God Should Desire At All Times To Be In His Presence. Nevertheless, You Don't Enter The Presence Of A King Just Anyhow; There Are Certain Protocols You Must Follow. How Much More, When Entering The Presence Of The King Of Kings? How Then Do We Enter God's Presence? We enter by the following: Thanksgiving and praise. We should always in gratitude of who our God is and what He has done and is capable of doing enter and acknowledge His presence. Ps 100:4 Many enter the presence of God day in day out without any benefits to show because they were nonchallant and carry away by activities. Let use Lk 10:38-42 as a template to explain the mistake of so many believers and why they have'nt enjoy the fullness of God's presence. It was a Visit of the Lord Jesus to the house of these two beautiful ladies, Mary Marthalyne and Mary. Quite surprisingly these two ladies was previliege to have the master coming into their dwelling. However, there is one thing to come into His presence and another to have Him come to your abode. A wise man said, praises and worship enable you access to His presence while worship bring you to His feet thus creating much intimacy. I pray you will not only benefits from just enetering into His presence but He shall share and unfold deep secrets that will lead to your fulfillment this year in Jesus Name. Marthalyne chose to do something good, hospitality, which the Lord admire but when she was provoke and annoy with Mary saying why Mary left her alone to do the hospitality and has gone to sit at Jesus' feet, then Christ responded to Martha, O martha you are carry away with so many things..though it is good but Mary has chosen the right thing and it can not be taken from her. The truth is this probably she might not have such glorious opportunity of intimacy with the Lord again. This is the lesson for us believers have to take to full consideration this year. You may be doing the good, easy and acceptable thing in the church or His presence but ask yourself am I doing what is right and require from the master Jesus. I pray the Lord open up our eyes this season to do what is right in His presence in Jesus Name. From that teaching it is obvious and clear that though many go to the presence of the Lord but they are doing the good thing instead of the right thing like Martha. They are carry away by activities and hence they lack the intimacy which has the ability to catapote their destiny, destroy all the wrongs and unfold to them the works of the enemy. Take for example, some will tell you I only go to the church for the worship and I am not too interesting in the rest of the service, while some during the time of the message/sermon will be doing selfie and taking the pastor or the choruster pictures which is good but not the right reason you are into His presence. I am praying for a reader of this message, that the Lord will enable you to do the right thing this year in His presence in Jesus Name. Like i told you before intimacy unfold a lot secret to the one involve. I pray for you throughout this year you will reignite your passion and be focus in His presence in Jesus Name."
Matthew 5:13-20,"('Light', 'Darkness', 'Salt', 'Salt And Light', 'Light And Darkness')",Anglican," For those not familiar with an Anglican Service there are four Scripture readings prior to the Message. Today's assigned readings are: Isaiah 58:1-12; Psalm 112:1-10; 1 Corinthians 2:1-16 and Matthew 5:13-20. A quiet forest dweller ... lived in the mountains ... high above ... a Swiss village ... along the eastern slopes ... of the Alps. The elderly gentleman ... had been hired many years ago, by the town council ... to clear away debris ... from the pools of water ... that fed the lovely spring ... flowing through their town. With faithful, ... silent regularity, ... he patrolled the hills, ... removing leaves and branches, ... and clearing away the silt ... that would otherwise choke ... and contaminate .... the Fresh flow ... of water. By and by, ... the village became ... a popular attraction ... for vacationers. Swans ... floated along the crystal-clear spring, ... ...mill wheels of various businesses located along the waterway ... turned ... with regularity. The Farmlands were irrigated, ... and the views from the towns ... eating establishments ... were picturesque ... beyond description. Years passed. (Pause) One evening ... the town council met ... for its semiannual meeting. As they reviewed the budget, ... one man's eye caught the salary figure being paid ... to the obscure keeper ... of the mountain spring. Said the towns treasure, ... ""Who is this old man? Why do we keep him on ... year after year? No one ever sees him. For all we know ... this ranger of the hills ... is doing us ... no good. He isn't necessary ... any longer!"" By a unanimous vote, ... they dispensed with ... the old man's services. For several weeks, ... nothing really changed. By early autumn ... the trees began to shed their leaves. Small branches snapped off and fell into the pools, ... hindering the rushing flow ... of sparkling water. One afternoon ... the townsfolk noticed a slight yellowish-brown tint ... in the spring. A few days later ... the water was ... much darker. Within another week, ... a slimy film covered sections of the water ... and a foul odor ... was soon detected. The mill wheels moved slower, ... some finally ground to a halt. Swans left the town ... as did ... the tourists. The Clammy fingers of disease and sickness .... ...reached deep ... into the village. Quickly, ... the embarrassed council ... called a special meeting. Realizing their gross error in judgment, ... they hired back the old keeper ... of the spring. Within a few weeks .... the veritable ... river of life ...began to clear up. The wheels started to turn, ... and new life returned once again...to the hamlet ... in the Alps. (Pause) This story ... is more than ... an idle tale. It carries with it ... a vivid ... relevant analogy ... directly related ... to the times ... in which we live. Beloved ... What the keeper of the springs meant to the Swiss village, ... The followers of the Christ ... ...Christians ... mean ... to this world. Christians may seem unimportant, Or ... a nuisance to the world, ... to many who do not believe."
Genesis 1:1-31,"('Apologetics', 'Apologetics Creator', 'The Trinity', 'All  Powerful God', 'Divine Providence')",Baptist," ""The Prime Cause"" Genesis 1:1 Gen 1:1 In the beginning God created the heaven and the earth. 2 And the earth was without form, and void; and darkness was upon the face of the deep. And the Spirit of God moved upon the face of the waters. 3 And God said, Let there be light: and there was light. 4 And God saw the light, that it was good: and God divided the light from the darkness. 5 And God called the light Day, and the darkness he called Night. And the evening and the morning were the first day. 6 And God said, Let there be a firmament in the midst of the waters, and let it divide the waters from the waters. 7 And God made the firmament, and divided the waters which were under the firmament from the waters which were above the firmament: and it was so. 8 And God called the firmament Heaven. And the evening and the morning were the second day. 9 And God said, Let the waters under the heaven be gathered together unto one place, and let the dry land appear: and it was so. 10 And God called the dry land Earth; and the gathering together of the waters called he Seas: and God saw that it was good. 11 And God said, Let the earth bring forth grass, the herb yielding seed, and the fruit tree yielding fruit after his kind, whose seed is in itself, upon the earth: and it was so. 12 And the earth brought forth grass, and herb yielding seed after his kind, and the tree yielding fruit, whose seed was in itself, after his kind: and God saw that it was good. 13 And the evening and the morning were the third day. 14 And God said, Let there be lights in the firmament of the heaven to divide the day from the night; and let them be for signs, and for seasons, and for days, and years: 15 And let them be for lights in the firmament of the heaven to give light upon the earth: and it was so. 16 And God made two great lights; the greater light to rule the day, and the lesser light to rule the night: he made the stars also. 17 And God set them in the firmament of the heaven to give light upon the earth, 18 And to rule over the day and over the night, and to divide the light from the darkness: and God saw that it was good. 19 And the evening and the morning were the fourth day. 20 And God said, Let the waters bring forth abundantly the moving creature that hath life, and fowl that may fly above the earth in the open firmament of heaven. 21 And God created great whales, and every living creature that moveth, which the waters brought forth abundantly, after their kind, and every winged fowl after his kind: and God saw that it was good. 22 And God blessed them, saying, Be fruitful, and multiply, and fill the waters in the seas, and let fowl multiply in the earth. 23 And the evening and the morning were the fifth day. 24 And God said, Let the earth bring forth the living creature after his kind, cattle, and creeping thing, and beast of the earth after his kind: and it was so. 25 And God made the beast of the earth after his kind, and cattle after their kind, and everything that creepeth upon the earth after his kind: and God saw that it was good. 26 And God said, Let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that creepeth upon the earth. 27 So God created man in his own image, in the image of God created he him; male and female created he them. 28 And God blessed them, and God said unto them, Be fruitful, and multiply, and replenish the earth, and subdue it: and have dominion over the fish of the sea, and over the fowl of the air, and over every living thing that moveth upon the earth. 29 And God said, Behold, I have given you every herb bearing seed, which is upon the face of all the earth, and every tree, in the which is the fruit of a tree yielding seed; to you it shall be for meat. 30 And to every beast of the earth, and to every fowl of the air, and to everything that creepeth upon the earth, wherein there is life, I have given every green herb for meat: and it was so. 31 And God saw everything that he had made, and, behold, it was very good. And the evening and the morning were the sixth day."
Song of Songs 8:4-14,"('Deliverance', 'Wilderness Experience')",Christian Missionary Alliance," Song of Solomon 8:4-14 Some people think they have arrived when in fact they have only just begun their journey. An Olympian athlete will spend years preparing and training for an event at the Olympics. That event may only take a few moments and then it is over. In some regards, it does not seem like it is really worth it. Years and years of training for one brief moment of victory. Some may look at the Christian life like that. And in some cases, it might be closer to the truth than anything else. But that brief moment is only possible because of years and years of practice and training. (1941-1974), struggled in her singing career until she became part of a group known as the Mamas and the Papas. This group lasted less than three years and then they disbanded. Cass began her solo career and it was very rocky. She went to London, married a barren and restarted her career. She was not very successful and the audiences were very slim. Then, it started to come together and the concert halls became packed and they gave her standing ovations. She called Michelle Phillips after the final concert on July 28, (1974) elated that she had received standing ovations each night. She then retired for the evening and died in her sleep, at age 32, two months before her 33rd birthday, due to heart failure. When she went to bed that night she thought her career was just starting but she never knew that that was her last concert. In some ways, the Christian life is like that. We struggle and struggle and finally become victorious and then it's all over. When we delight in divine companionship, we believe that we have arrived. In a certain sense, we have but not the way we think. Up until this divine companionship element of our Christian experience, our struggles have to do with the sin element in our life. I know we never truly get rid of that while we are here on earth, but there comes a point when we get beyond those struggles. Unfortunately, many Christians do not get beyond those struggles. Many Christians do not know nor have they experienced this divine companionship that is so prevalent in the Song of Solomon. A relationship not based on desperation. Song of Solomon 8:5 (NLV) ""Who is this coming up from the desert, resting on her loved one?"" (KJV) ""Who is this that cometh up from the wilderness, leaning upon her beloved? What we have here is what I am calling The Wilderness Syndrome. One translation calls it the desert while the other calls it the wilderness. I am going to use the term wilderness because that is a little more to term. This Wilderness Syndrome is a very important aspect of the Christian life illustrated in both the Old and New Testaments. Very many Christians do not understand this aspect of the Christian life today. We have the idea that the Christian life is just one smooth ride right into heaven. No facts or experiences, even suggest this kind of thing. Theme... Our wilderness experience is a testimony of our divine companionship. In fact, it proves the reality of this companionship."
"1 Peter 3:18-22, Ephesians 4:8-10","('Hell', 'Vindication', 'Second  Chance')",Baptist," One question that I have been asked by many people, many times is, ""Where in the Bible does talk about Jesus descending to hell to preach to the people and what exactly does it mean?"" The first problem many have is that they have heard about the verses but no one seems to know where to find it. The incident is lightly mentioned in Ephesians 4:8-10. But the meat of the issue is found in 1 Peter 3:18-22. Let's first look at Ephesians 4:8-10. Now let's turn to 1 Peter 3 and look at verses 18-22. 18 For Christ also died for sins once for all, the just for the unjust, so that He might bring us to God, having been put to death in the flesh, but made alive in the spirit; 19 in which also He went and made proclamation to the spirits now in prison, 20 who once were disobedient, when the patience of God kept waiting in the days of Noah, during the construction of the ark, in which a few, that is, eight persons, were brought safely through the water. 21 Corresponding to that, baptism now saves you--not the removal of dirt from the flesh, but an appeal to God for a good conscience--through the resurrection of Jesus Christ,22 who is at the right hand of God, having gone into heaven, after angels and authorities and powers had been subjected to Him. Okay, now we've found the passage and upon reading it, it appears to be as others have told us, Jesus went to hell and preached to the spirits there. Did He really go there, why did He go there (if He indeed did go), and what does it all mean? The passage gives us a glimpse into what Jesus Christ was doing while he was dead, that is, between His crucifixion and resurrection. Two things are spoken about here: 1. The death of Christ (v. 18) 2. The triumph of Christ (vv. 18-22) First, there is the death of Christ. Verse 18 clearly tells us why Christ died and what the death of Christ does for man. It leaves us without excuse if we fail to understand why Christ died. 1. Christ died for sins. It was for the sins of man that He died. 2. Christ died vicariously. He was the just One dying for the unjust. This means that whatever Jesus Christ did could stand for and cover all men. It means that His righteousness could stand as the ideal and perfect righteousness. It means that His death could stand as the ideal and perfect death. And it means that Jesus Christ could become the ideal and perfect sin offering for man. Christ died to bring us to God. AND NOW THE QUESTION THAT IS ON EVERYONE'S MIND. Did Jesus go down to hell and preach to the spirits? This passage is found in verses 19-20. It clearly states in verse 19 that Jesus went and preached to the spirits in prison. When we read the entire passage (verses 18-22) we see the triumph of Jesus Christ. We see it in four facts that are given. 1. Jesus Christ was made alive. He was raised from the dead. Right after Jesus died in the flesh, His spirit passed into a new life, a life that could not be tempted to sin nor undergo trials and suffering. Jesus Christ was transferred into heaven, into the spiritual and perfect world or dimension where He lives, in the glory and majesty of God forever. This is where our hope of the resurrection comes from."
Romans 5:6-21,"('Grace', ""God's Love"")",Baptist," Tonight, we are going to be talking about a love you can experience. Opening question: What do you mean when you say, ""I love you""? Our central thought, or central truth for tonight is this: Even at our worst, God loves us. We may not admit it, but we've seen those talk shows. A well-known host grips a microphone three inches from the face of a disheveled Juliet. She cries as she confesses the excruciating pain caused by her boyfriend. Mr. Romeo sits one chair over with a smug grin. The audience heckles and hisses when he so much as breathes. The host proceeds with probing questions: ""So, this young man has been dating 3 other girls while also dating you? One of those girls is your older sister? One is your best friend? Even now, he refuses to cut off these competing romantic interests?"" To all these questions, the girls nods her head in ashamed agreement. The host asks what we all wonder: ""So why are you still seeing him?"" With a bowed head, she utters, ""He says he loves me."" Clearly, this pitiful girl is confused. Her view of love is distorted, and sadly, many people today share in her misunderstanding. What does love look like? Romans 5 looks at this and reviews the good news of God's undeniable love. God says that He loves you and He has proven it with action. READ Romans 5:6-8. Jesus left the beautiful realms of heaven and entered into time and space here on earth to put heaven's love on display. These verses declare that God loves every single person. So, what evidence do we have to support this wild notion that God loves us? 1. Love realized in the present. God's Holy Spirit in our lives gives internal proof for God's love. The Spirit's ongoing ministry whispers God's love in the ear day by day. ""God's love has been poured out in our hearts through the Holy Spirit who was given to us."" (Rom. 5:5) 2. Love rooted in the past. The love of God is more than sentiment. Objective, historical evidence of God's love presents itself in the cross of Christ. Jesus put Himself in harm's way and endured the incredible pain of the crucifixion. This clearly shows the immensity of God's love. We hear stories of soldiers who fall on grenades to secure the lives of their comrades. As we listen, our eyes well up with tears. We tune into news reports showing firemen rushing into flaming buildings and collapsing towers and we are speechless. Costly sacrifice is riveting. The Apostle Paul makes it clear that these kinds of heroic acts sometimes happen on earth, but when they do, the person usually dies for the sake of someone he or she respects. But God demonstrates His kind of love in this: Jesus died for His assassins. He died for the disrespectful. Who does something like this? Only God. On March 21, 1981, a would-be assassin fired six bullets at President Ronald Reagan. A mound of men suddenly surrounded the president the instant his life was threatened. Each man was ready to die for his leader. What is stunning about our predicament is Jesus died for us when we had nothing good to offer. We weren't exceptional leaders, but cruel rebels. Even so, He rushed to the scene and saved us. His motivation was love."
Romans 3:21-28,"('Relationship To God', 'Love  Of God')",Baptist," Tonight's session is pretty short. Does that upset anyone? What is the best gift you have ever unwrapped? In tonight's session, we are going to talk about the gift you can't give yourself. And the overall theme of the message this evening is that Jesus offers you His gift of a right relationship with God. Every social circle, business group, and committee seems to have one: that guy with the incessant need to sour the mood of the party. That lady who destroys the positive atmosphere with a dire pronouncement. The deflating neighbor who points out the one crooked board in your new deck. We all know a person who makes a beeline to the bad stuff; but if we are honest with ourselves, we have also played this role a time or two. This planet is full of depressing news, negative stories, and disappointing headlines. Things haven't gone well on earth. We can't run from this reality, but we can choose to focus on wonderful things God is doing in the mist of all this. The Lord is up to something. The Book of Romans isn't uplifting in its start. Paul began with the grim depiction of sin and God's soon to arrive wrath. But Paul didn't stop there. As we move into Romans 3, we discover that God hasn't left us in this state. Thanks be to God: relief has arrived. READ 3:21. Paul begins verse 21 with ""But now. Those two words signaled a sudden change. What happened? What happened was GRACE. The rule-keeping Pharisee could now shed his old uniform. A new game had begun. (Paul was a Pharisee) To fully grasp Paul's relief at the sight of grace, you have to know his backstory. This man, formerly known as Saul of Tarsus, was an arch enemy of the Christian church, traveling tirelessly to stomp out every last spark of the fire. Sadly, he believed this cruel campaign pleased God. Then one day, on a road to Damascus, Paul encountered the risen Lord Jesus. His eyes were opened. Paul became one of the most passionate preachers in world history Those words ""but now"" are significant. A righteousness apart from the law is now available. Have you ever waited impatiently for the release of the next book in a sizzling series? Have you stood in line for tickets? This hints at the nervous excitement we call anticipation. Paul was anticipating righteousness. READ 3: 22-26. In elementary school, you probably studied the rules of mathematics. You were called ""right"" when you got it right. You were ""wrong"" when you got it wrong. And the proper way to respond when you got your test back was to go back and correct them and make the wrongs right. And it is here that we have a problem. No human has the power to put things right again, at least by God's standards. God's way is to move beyond a repair: He provides a new birth. This new birth comes by faith, by throwing yourself solely on the grace and mercy of God. How would you best explain God's grace to someone? We are justified freely, but our deliverance didn't come cheap. Three words describe the price for freedom and you have heard them before: 1. Propitiation. The word carries the idea of appeasing God. Propitiation means a covering over of something. Because of our sin, we fully deserve to experience God's wrath and anger. Propitiation is satisfying the righteous demands of the law, and removing the wrath of God."
"Philippians 1:21, Galatians 2:20","('Selfishness', 'Living Christ')",Baptist," In Philippians 1:21, Paul said, ""For to me, to live is Christ and to die is gain."" Have you ever thought about that statement? What does it mean TO LIVE IS CHRIST? What does it mean to you? Now if we look at the whole verse we can see that Paul is talking about staying here and completely God's work or to die and go and be with Jesus. To live is Christ, to me, means following as closely to Jesus' example as I can. Letting God have the control in my life. Not letting ME get in the way. Can you name a time when your ME got in the way of something God was trying to do? From time to time, we think of a plan to try to bring people together, to reach out to those who are not saved and share Christ with them. But over the years, I can vouch that not everything we have tried has worked. i.e. - We used to ring in the New Year with a watch night service. Explain. Didn't work. - We tried date night. Didn't work. - We tried the AWANA program. Didn't work for us. And on this one I want to dwell a moment. The reason AWANA didn't work for us is that ME got in the way. We had several that were willing to spend time and work with the children. But we also had at that time one or two, or more, who wanted things done THEIR way. And I can vouch that THEIR way wasn't always God's way. So, after 2 years, we phased it out and replaced it with King's Kids. We have had King's Kids for over 15 years and it is still going. I have always said that nothing we do, no program, no event, or anything is set in stone where we always have to do it that way or on the same date, or even do it at all. I used the phrase, ""Nothing is set in stone."" We can try it all, but not all of it will work. At least, not for us. So, we try something, and if it goes well, we continue. If it doesn't do well or accomplish what we were trying to accomplish in the first place, we trash it and try something else. Nothing is set in stone. But the point I am trying to make is that when it comes to God's work, we have to take the ME element out of it. As I preached before, It's not about me. It's about God. Whether it be teaching, or working with the children, or youth, music, or planning any event, we have to take the ME element out and allow God to show us and guide us. I read about a young pastor that stressed the point about removing the ME from God's work. She wrote: As I was typing up the many pages of notes I would use for my weekly podcast sermon, I needed to replace a name in part of my document with ""M-E,"" so it would read correctly as I recorded. I was trying to use the 'Find & Replace' command, but it looked a little different in the program I was using and I did something wrong, which meant I deleted every instance of M-E in the entire 17 pages of my notes. And there was no way to undo it. With a sigh, I worked a little longer on my notes, and then spent a lot of time correcting them the next day just before recording. When I finished correcting my notes, I started laughing out loud. I was teaching on Galatians 2:20, about being crucified with Christ, and my mistake had caused me to delete every instance of ME in the whole document."
Ephesians 3:18-19,"('Marriage', 'Valentines Day')",Pentecostal," What makes a marriage last, money, material things, a nice modern house, these things may help but your marriage may not last. What makes a marriage last, (first, second, third, its: 1. Putting Christ First. deed What makes a marriage last, its putting Christ first, in your hearts, home, and habits. Remember the words of Colossians 317, ""And whatsoever you d in word or deed do all in the name of he Lord Jesus,"". What makes a marriage last, its putting Christ first. 2. Doing Things Together. What makes a marriage last, its doing things together, cleaning the house, going o church, and going camping. Remember the words of 1 John 4:7, ""let us love one another,"". Why makes a marriage last, its doing things together and loving one another. 3. Maintaining A Forgiving Spirit. What makes a marriage last, its maintaining a forgiving spirit, we've all made mistakes, misfortunes, and misunderstandings. Remember Ephesians 4:32, ""forgive one another"". What makes a marriage last, its maintaining a forgiving spirit. Concl: How many will stand with me today, I'm going to make my marriage last. E"
Revelation 13:1-10,"('Beast Of Revelation',)",Baptist," By: Tom Lowe Date: 9/12/16 Series: Verse by Verse Through Revelation Lesson: IV.A.2: The Beast From the Sea (13:1-10) Revelation 13:1-10 (KJV) 1 And I stood upon the sand of the sea, and saw a beast rise up out of the sea, having seven heads and ten horns, and upon his horns ten crowns, and upon his heads the name of blasphemy. 2 And the beast which I saw was like unto a leopard, and his feet were as the feet of a bear, and his mouth as the mouth of a lion: and the dragon gave him his power, and his seat, and great authority. 3 And I saw one of his heads as it were wounded to death; and his deadly wound was healed: and all the world wondered after the beast. 4 And they worshipped the dragon which gave power unto the beast: and they worshipped the beast, saying, Who is like unto the beast? who is able to make war with him? 5 And there was given unto him a mouth speaking great things and blasphemies; and power was given unto him to continue forty and two months. 6 And he opened his mouth in blasphemy against God, to blaspheme his name, and his tabernacle, and them that dwell in heaven. 7 And it was given unto him to make war with the saints, and to overcome them: and power was given him over all kindreds, and tongues, and nations. 8 And all that dwell upon the earth shall worship him, whose names are not written in the book of life of the Lamb slain from the foundation of the world. 9 If any man have an ear, let him hear. 10 He that leadeth into captivity shall go into captivity: he that killeth with the sword must be killed with the sword. Here is the patience and the faith of the saints. Commentary Chapter 13 presents a most important public figure of the end time--a ""beast"" coming ""out of the sea."" His ""10 horns"" and ""7 heads,"" with ""10 crowns"" on his horns depict the revived Roman Empire which was also represented by the fourth ""beast"" of Daniel, which also had ""10 horns"" (Daniel 7:7-8; 13:3; 17:3, 7). In Revelation 13 and 17 the ""beast"" is the world ruler whereas in Daniel 7 the little horn on the ""beast"" was the world ruler. Many have said that the ""beast"" refers to some character in past history, but the context clearly refers to the final three and one-half years before Christ's second coming. Under the control of this central ruler in the Middle East during the Great Tribulation will be 10 nations (Daniel 7:24, ""The 10 horns are 10 Kings""). ""And I stood upon the sand of the sea, and saw a beast rise up out of the sea."" John's next vision is of a ""beast"" emerging from the ""sea."" The fact that the ""beast"" comes out from the ""sea"" indicates that he is a 'Gentile,' for the sea of humanity is involved as his source (17:15). In the ancient world ""the sea"" was seen as hostile and chaotic. The four great beasts of the book of Daniel also came from the ""sea"" (Daniel 7:1-8). In fact, many of the descriptors of Revelation's ""beast"" from the ""sea"" are similar to those associated with the four beasts in Daniel. For example, Daniel's fourth beast has 10 horns, which represent 10 kings of the Greek empire (Daniel 7:7-8, 23-24). In Revelation the diadems (crowns) on the 10 horns also represent kinship."
Matthew 22:36-39,"('Happiness', 'Relationships', 'Relationship With God', 'Relationship With Other')",Presbyterian/Reformed," Isolate Your Isolation Habits of Happiness Part 1 Matthew 22:36-39 We all want to be happy. I bet there is no single person who intentionally chooses to be unhappy. However, so many people in this world are not happy for one reason or another. In order to be happy, this is what we have to realize. Happiness is our choice. Happiness is something that we choose. In order to be happy, we must do things that will bring happiness. However, there are many who are not happy. It is partly because of the way they think, the way they talk, and the way they act does not make them happy. When people think negatively, talk critically, and act unbiblically, these are not something that they acquired overnight. They are habits that they have built. Therefore, in order to be happy, we must change the way we think, talk, and act. We must build habits of thinking, talking, and acting biblically. And we can form these habits by repeatedly doing them. Therefore, during this series, we will talk about habits that we must build to experience happiness in our lives. And today we will talk about the importance of being connected to others around us. Many people are living in emotional pain. Many people struggle with depression, anxiety, panic, addiction, and guilt. Why? Some people might say, ""They lack faith."" If they just read the Bible more, pray more, and have more faith, then their struggles will disappear. Yes, it is true that reading Bible more, praying more, and having faith more will help. However, sometimes the issue is more complicate than that. And in order to understand our struggles, we need to understand certain basic issues. The Bible says that we are created in the image of God (Gn. 1:27). In other words, we are created to be ""like"" God. And the more we become like Him, the less we will struggle with emotional problems. Therefore, the question is to figure out how to become more Godlike. One of the aspects of God that we must emulate is this. Our God is a relational being. He exists in three persons: God the Father, God the Son, and God the Spirit. And there is a prefect relationship between these three persons of the Trinity. Because we are living in a fallen world, we have difficulties developing and maintaining relationships. Without the ability to develop and maintain relationships, we can remain isolated. Today, we will examine three bonds that we must develop and maintain to be happy. So, what is bonding? Bonding is the ability to establish an emotional attachment to another person. It is the ability to relate to another on the deepest level. When two persons have a bond with each other, they share their deepest thoughts, dreams, and feelings with each other. And in order to be happy, we must develop and establish emotional connections in these three areas. I. We must be connected with God (vv. 36-38). Bonding is one of the most basic and foundational human need. And first relationship that we must build is our relationship with God. Verses 36-38 say this. 36 ""Teacher, which is the greatest commandment in the Law?"" 37 Jesus replied: ""'Love the Lord your God with all your heart and with all your soul and with all your mind.' 38 This is the first and greatest commandment."
Matthew 24:36-44,"('Noah', 'Judgment', 'Great Commission', 'Return Of Christ')",United Methodist," As it was in the Days of Noah Matthew 24:36-44 Even in today's increasingly biblically illiterate world, the image of Noah and the Ark persists. For many it is cause for derision even as people of Noah's day mocked him for building it. Just the thought of water covering the entire surface of the dry land brings up the sneer of contempt by skeptics, both then and now. The idea of gathering all the animals as Noah was commanded seems ridiculous to them. But the Bible records that the flood did come and covered the earth. The cultured despisers of that age perished because they did not heed the message Noah gave to them from the hand of God. So to it shall be to those who scoff about the return of Jesus Christ. But Peter reports that they mocked in his day. The world has always been full of mockers. Nothing has changed. This morning's passage comes from the middle of the sermon Jesus preached from the Mount of Olives a few days before His crucifixion. Plans were well under way to be rid of Him. Jesus had already left the Temple grounds for the last time. The last act was seeing the poor widow cast in her last two mites. What a condemnation of the Temple racket of his day. The rich were pouring their gold and silver to adorn the Temple itself. This poor woman is like the widow of Zarapath in the days of Elijah who was about to cook one final loaf of bread for her and her son and then die of starvation. This fate awaited the widow as well. But God sent Elijah to save her from death, and I am sure that Jesus did likewise. But if it was up to the Temple authorities, they were happy to let her die. After all, how many destitute widows were there in the land? Upon exiting, the disciples were marveling at the beauty of that Temple. This became the occasion for a caustic response from Jesus. Not one of these glorious stones would be left upon another, a prophecy which came true before that wicked and evil generation passed from the scene. Jesus then began His sermon to the disciples who had asked Him for a sign and the times of this destruction. This led to an apocalyptic speech. It is somewhat difficult to interpret in detail because much of the detail refers to the actual destruction of Jerusalem. To the Jews, this would seem like the end of the world. But it is also apparent that there are parts of His sermon that apply to his return at the end of the world itself. How should we discern what belongs where. If one were to look at biblical prophecy in general, one often sees a double fulfillment motif. The prophecy is authenticated in the immediate future to demonstrate that the word came from God. But it also seems to function as a type of a greater fulfillment in the more distant future. If we look at the Immanuel prophecy in Isaiah 7 for example, we see a message given to King Ahaz by the Lord concerning Judah's deliverance from the kings of Syria and Israel. A young woman would conceive and have a child named Immanuel whose name means that God is with us. By the time this child was weaned, the kings of Israel and Judah would be dead and there would be a peace in the land. The skeptics today would say that this is all to the prophecy. But to the Christian, we know that it points to the future coming of Jesus who would be personally the presence of God among the people. So most of the detail applies to the fulfillment in Isaiah's day which authenticated his message as coming from God. But it points to when the Virgin Mary would conceive and bear the Son of God, our Immanuel."
